Sale_ID,Sale_Date,Customer_ID,Bike_Brand,Bike_Model,Bike_Category,Engine_CC,Ex_Showroom_Price,On_Road_Price,Customer_Age,Customer_Gender,Payment_Mode,State,City,Dealer_Name,Sale_Quantity
178,2023-03-20,2893,Hero,Splendor Plus,Commuter,150cc,177123,182299,35,Female,Cash,Maharashtra,Pune,"Ganguly, Sampath and Gera Motors",3
179,2024-12-26,1569,TVS,RR 310,Sports,150cc,259900,276594,47,Male,Cash,Uttar Pradesh,Lucknow,Khalsa and Sons Motors,1
180,2024-04-06,7894,Suzuki,V-Strom SX,Adventure,150cc,323069,352700,23,Male,Cash,Tamil Nadu,Coimbatore,"Shah, Chadha and Shukla Motors",2
181,2024-08-04,5257,Yamaha,R15 V4,Sports,150cc,182265,189896,25,Male,Loan,Delhi,New Delhi,Yohannan-Bhargava Motors,1
182,2024-09-24,9828,TVS,RR 310,Sports,150cc,142618,165386,28,Male,EMI,Maharashtra,Mumbai,"Amble, Kamdar and Ramaswamy Motors",3
183,2023-08-12,1688,Honda,CBR 250R,Commuter,250cc,341974,348784,22,Female,EMI,Uttar Pradesh,Kanpur,"Virk, Sahni and Seshadri Motors",3
184,2024-05-02,4317,TVS,RR 310,Sports,150cc,132279,161619,45,Female,Cash,Uttar Pradesh,Kanpur,Kale PLC Motors,1
185,2023-02-16,4053,Hero,Splendor Plus,Commuter,150cc,326003,333429,39,Female,EMI,Gujarat,Surat,Viswanathan-Sankaran Motors,1
186,2023-06-21,6761,Bajaj,Pulsar 200NS,Commuter,200cc,229361,236021,21,Female,Loan,Maharashtra,Pune,"Deo, Lad and Zacharia Motors",2
187,2024-12-17,2491,KTM,Adventure 390,Adventure,400cc+,204602,232873,47,Male,EMI,Gujarat,Ahmedabad,Barad-Chokshi Motors,1
188,2023-11-06,6173,Bajaj,Pulsar 150,Commuter,150cc,234969,244562,31,Female,EMI,Uttar Pradesh,Lucknow,"Krish, Luthra and Ramachandran Motors",3
189,2023-08-23,8241,Royal Enfield,Meteor 350,Cruiser,350cc,280605,292501,24,Female,Loan,West Bengal,Kolkata,"Badami, Agarwal and Kannan Motors",2
190,2023-05-23,2343,Yamaha,MT-15,Commuter,150cc,314427,330688,37,Female,EMI,Delhi,New Delhi,Mann-Raju Motors,3
191,2023-02-21,2916,Suzuki,Access 125,Electric,125cc,322807,352506,18,Female,EMI,Maharashtra,Nagpur,Wagle-Ramaswamy Motors,1
192,2023-05-22,9301,Hero,HF Deluxe,Commuter,150cc,107221,129521,37,Male,EMI,West Bengal,Siliguri,"Kade, Date and Doctor Motors",2
193,2024-08-11,8830,Royal Enfield,Meteor 350,Cruiser,350cc,258360,276418,45,Female,Loan,Delhi,New Delhi,Goel Inc Motors,2
194,2023-08-04,4963,Suzuki,Access 125,Electric,125cc,106607,112423,35,Female,EMI,Maharashtra,Mumbai,Deshmukh-Lad Motors,3
195,2024-08-22,6151,Hero,HF Deluxe,Commuter,150cc,268498,297656,32,Male,EMI,Uttar Pradesh,Lucknow,Butala-Singh Motors,3
196,2023-08-10,4659,Suzuki,Access 125,Electric,125cc,329052,340667,33,Female,EMI,Tamil Nadu,Chennai,Ram Inc Motors,1
197,2023-06-19,5660,Honda,CB Unicorn 150,Commuter,150cc,204143,215542,41,Male,Loan,Tamil Nadu,Coimbatore,Dube-Kothari Motors,2
198,2023-04-24,6663,Bajaj,Dominar 250,Commuter,250cc,237836,259875,25,Male,EMI,Uttar Pradesh,Kanpur,Bose-Deo Motors,2
199,2023-12-15,6833,TVS,Apache RTR 200,Commuter,200cc,286072,314528,49,Male,Cash,Uttar Pradesh,Kanpur,Dora PLC Motors,1
200,2024-02-22,5306,Suzuki,Gixxer SF 250,Sports,250cc,82664,100948,49,Male,Loan,Delhi,New Delhi,Din-Tata Motors,3
201,2024-02-08,9997,Honda,Hness CB350,Cruiser,350cc,222050,234992,45,Female,Loan,Uttar Pradesh,Lucknow,Bava-Rastogi Motors,1
202,2023-04-17,4239,Honda,CBR 250R,Commuter,250cc,87324,96274,21,Female,Loan,Uttar Pradesh,Kanpur,"Thakkar, Kapoor and Bava Motors",2
203,2023-05-08,4309,Honda,CB Unicorn 150,Commuter,150cc,327877,349221,20,Female,Loan,Maharashtra,Pune,Ben-Shere Motors,2
204,2024-01-27,4176,TVS,Apache RTR 200,Commuter,200cc,309385,330853,46,Female,Loan,Uttar Pradesh,Kanpur,Dhawan-Sahni Motors,3
205,2024-10-22,1656,TVS,RR 310,Sports,150cc,251709,266137,26,Female,Cash,Gujarat,Surat,Zachariah-Raja Motors,1
206,2024-06-07,5334,Bajaj,Dominar 250,Commuter,250cc,305729,334342,27,Female,EMI,Delhi,New Delhi,Joshi and Sons Motors,2
207,2024-05-04,4938,Bajaj,Dominar 400,Cruiser,400cc+,254545,270951,50,Male,EMI,Karnataka,Mysore,"Dasgupta, Deep and Solanki Motors",1
208,2023-10-21,9901,Hero,Xtreme 160R,Commuter,150cc,86160,103273,30,Male,EMI,Maharashtra,Nagpur,Solanki and Sons Motors,3
209,2024-01-20,1980,TVS,Apache RTR 200,Commuter,200cc,318122,343023,23,Male,Loan,Tamil Nadu,Coimbatore,Mani-Devi Motors,1
210,2024-09-17,4405,Yamaha,MT-15,Commuter,150cc,118659,126723,38,Male,EMI,Tamil Nadu,Coimbatore,"Batra, Rajagopal and Luthra Motors",3
211,2023-04-17,1861,Honda,Hness CB350,Cruiser,350cc,309427,332127,19,Female,Loan,Uttar Pradesh,Lucknow,Sengupta and Sons Motors,3
212,2024-07-25,1949,TVS,Apache RTR 160,Commuter,150cc,170045,193143,22,Male,Cash,Delhi,New Delhi,"Varghese, Sodhi and Wali Motors",1
213,2024-06-08,4895,Suzuki,V-Strom SX,Adventure,150cc,141494,159035,36,Male,Cash,West Bengal,Kolkata,"Dugar, Kumer and Bhatia Motors",3
214,2023-11-27,9216,Honda,CB Unicorn 150,Commuter,150cc,204562,214976,40,Male,Loan,Delhi,New Delhi,Devan Ltd Motors,1
215,2024-04-09,1940,KTM,Duke 250,Sports,250cc,170326,194294,27,Male,Cash,Uttar Pradesh,Lucknow,Deshmukh-Issac Motors,1
216,2023-12-05,9967,TVS,Apache RTR 160,Commuter,150cc,92621,114318,37,Female,EMI,Rajasthan,Udaipur,Shenoy-Wagle Motors,1
217,2024-08-21,5269,Hero,Splendor Plus,Commuter,150cc,263480,269417,38,Female,Loan,Karnataka,Bangalore,Sastry Ltd Motors,3
218,2024-12-07,8661,Royal Enfield,Bullet 350,Cruiser,150cc,83682,107661,31,Female,EMI,Rajasthan,Jaipur,Kadakia PLC Motors,1
219,2023-05-29,7921,KTM,Duke 200,Sports,200cc,337075,353157,50,Male,Loan,Uttar Pradesh,Kanpur,Gala Inc Motors,1
220,2023-03-05,7281,Suzuki,Gixxer SF 250,Sports,250cc,98620,123696,27,Male,Loan,Uttar Pradesh,Kanpur,Soni LLC Motors,2
221,2024-08-20,9631,Bajaj,Pulsar 200NS,Commuter,200cc,322045,347029,44,Female,EMI,West Bengal,Kolkata,Cherian Ltd Motors,1
222,2024-03-01,1921,Yamaha,MT-15,Commuter,150cc,316436,332046,37,Female,Loan,Maharashtra,Pune,Raval LLC Motors,3
223,2024-11-06,6856,Honda,CB Unicorn 150,Commuter,150cc,203445,208866,44,Female,Cash,Maharashtra,Mumbai,Kohli PLC Motors,1
224,2023-03-19,9793,Yamaha,FZ-S,Commuter,150cc,201437,208362,19,Female,Cash,Maharashtra,Pune,Doctor-Vala Motors,2
225,2023-06-15,6405,Yamaha,FZ-S,Commuter,150cc,105282,134949,35,Female,Cash,Tamil Nadu,Coimbatore,Borra-Ramaswamy Motors,1
226,2024-09-11,2671,Suzuki,V-Strom SX,Adventure,150cc,177931,191545,27,Female,Cash,Tamil Nadu,Chennai,Dutta PLC Motors,2
227,2024-10-25,1378,Honda,Hness CB350,Cruiser,350cc,123123,135335,41,Female,Loan,West Bengal,Kolkata,"Barman, Dugal and Tank Motors",2
228,2023-05-02,3325,Suzuki,V-Strom SX,Adventure,150cc,237816,254767,46,Female,Loan,Gujarat,Ahmedabad,Swaminathan-Gole Motors,1
229,2024-08-21,4919,KTM,RC 200,Sports,150cc,313591,334488,36,Male,EMI,Delhi,New Delhi,"Dutt, Sandal and Mangal Motors",2
230,2025-01-20,8300,KTM,Duke 200,Sports,200cc,312283,328295,18,Male,Loan,West Bengal,Kolkata,"Vig, Rajagopal and Kaul Motors",2
231,2023-04-25,6304,Suzuki,Access 125,Electric,125cc,158729,164867,41,Male,EMI,Tamil Nadu,Coimbatore,Swamy PLC Motors,1
232,2025-01-02,6446,Hero,Splendor Plus,Commuter,150cc,292384,319376,25,Female,EMI,Delhi,New Delhi,"Garde, Banerjee and Gara Motors",1
233,2024-08-10,8078,KTM,Duke 125,Commuter,125cc,251074,277569,43,Female,Cash,Maharashtra,Pune,Shroff-Dey Motors,1
234,2023-10-13,4674,Yamaha,R15 V4,Sports,150cc,90849,111853,19,Female,Cash,West Bengal,Siliguri,Mani Ltd Motors,3
235,2023-08-03,3773,Bajaj,Dominar 250,Commuter,250cc,258732,272937,33,Female,Loan,Gujarat,Ahmedabad,Doshi-Dewan Motors,1
236,2023-04-22,6959,Suzuki,Access 125,Electric,125cc,233291,244313,46,Female,EMI,Delhi,New Delhi,Kota-Upadhyay Motors,3
237,2023-10-26,1389,TVS,Apache RTR 200,Commuter,200cc,255905,276486,38,Female,Loan,Tamil Nadu,Coimbatore,Bhat-Wason Motors,3
238,2024-01-19,8103,Hero,Splendor Plus,Commuter,150cc,252613,276073,34,Male,EMI,Tamil Nadu,Chennai,Bobal-Ramachandran Motors,3
239,2023-02-13,4669,Bajaj,Dominar 250,Commuter,250cc,167828,180322,48,Male,Loan,Delhi,New Delhi,Bera-Kamdar Motors,3
240,2024-02-02,2229,TVS,Apache RTR 160,Commuter,150cc,223629,250402,36,Male,Loan,West Bengal,Siliguri,Halder-D’Alia Motors,3
241,2023-09-07,7660,Yamaha,MT-15,Commuter,150cc,269954,276711,36,Female,Cash,West Bengal,Siliguri,Amble PLC Motors,2
242,2024-09-06,9800,TVS,Apache RTR 200,Commuter,200cc,172868,200119,50,Male,Loan,West Bengal,Siliguri,"Lata, Rajagopal and Mane Motors",3
243,2024-06-25,4090,Yamaha,FZ-S,Commuter,150cc,318279,329950,32,Male,Cash,Tamil Nadu,Chennai,Ratta Ltd Motors,2
244,2024-10-07,3058,Suzuki,V-Strom SX,Adventure,150cc,292869,301037,46,Female,Cash,Karnataka,Mysore,"Sani, Sahota and Banik Motors",3
245,2024-05-19,7874,KTM,Duke 390,Commuter,400cc+,336865,345841,41,Male,Cash,Tamil Nadu,Chennai,Deep-Zachariah Motors,2
246,2023-09-26,9470,Hero,HF Deluxe,Commuter,150cc,176486,201188,31,Male,EMI,Delhi,New Delhi,Kakar Inc Motors,1
247,2023-09-16,2364,TVS,Apache RTR 160,Commuter,150cc,270367,276729,50,Female,Loan,Maharashtra,Mumbai,Jani Group Motors,2
248,2024-12-29,4580,TVS,Apache RTR 160,Commuter,150cc,326308,354150,27,Female,EMI,Karnataka,Bangalore,"Seshadri, Sahota and Kant Motors",1
249,2023-08-15,3468,Bajaj,Dominar 250,Commuter,250cc,195540,210073,47,Male,Loan,Tamil Nadu,Chennai,Iyer-Madan Motors,1
250,2024-02-27,9475,KTM,RC 200,Sports,150cc,150551,158681,30,Female,EMI,West Bengal,Siliguri,"Datta, Dugar and Chowdhury Motors",3
251,2024-10-07,2456,Yamaha,Fascino 125,Electric,125cc,145908,162054,36,Female,Loan,Tamil Nadu,Chennai,Gala-Ray Motors,1
252,2024-11-16,6437,Honda,CBR 250R,Commuter,250cc,327817,341526,19,Female,EMI,Maharashtra,Mumbai,"Jani, Ganguly and Manda Motors",1
253,2024-09-24,1868,Hero,Splendor Plus,Commuter,150cc,244724,270871,34,Male,EMI,Gujarat,Ahmedabad,"Gala, Sarraf and Thakkar Motors",3
254,2023-06-23,3727,Royal Enfield,Classic 350,Cruiser,350cc,234355,264115,27,Male,Loan,Tamil Nadu,Coimbatore,Raj-Manne Motors,3
255,2024-08-28,3130,TVS,Apache RTR 200,Commuter,200cc,169976,188465,18,Female,EMI,West Bengal,Siliguri,"Sandal, Karnik and Manne Motors",2
256,2023-06-05,8318,Yamaha,Fascino 125,Electric,125cc,171898,187159,21,Female,Cash,West Bengal,Siliguri,Wali Ltd Motors,3
257,2024-10-22,8615,Royal Enfield,Classic 350,Cruiser,350cc,224749,233407,45,Female,EMI,Karnataka,Mysore,Hans-Halder Motors,3
258,2023-11-01,6339,Honda,Hornet 2.0,Commuter,150cc,249398,254976,33,Male,Cash,West Bengal,Siliguri,"Brahmbhatt, Kulkarni and Kurian Motors",1
259,2025-01-18,2871,Honda,Hness CB350,Cruiser,350cc,217833,225611,44,Female,Loan,Rajasthan,Jaipur,"Kade, Deep and Bhasin Motors",1
260,2024-04-04,2505,TVS,RR 310,Sports,150cc,315700,335018,20,Female,EMI,Delhi,New Delhi,Goyal-Hayre Motors,3
261,2024-11-26,5312,Bajaj,Pulsar 200NS,Commuter,200cc,96505,108013,31,Female,Cash,Delhi,New Delhi,"Jayaraman, Borah and Golla Motors",2
262,2023-04-24,5419,Bajaj,Dominar 250,Commuter,250cc,130350,141290,48,Female,Loan,Uttar Pradesh,Kanpur,Kapoor PLC Motors,2
263,2024-12-02,1566,Honda,CBR 250R,Commuter,250cc,134845,157102,18,Male,Cash,Uttar Pradesh,Kanpur,"Shukla, Kapoor and Khurana Motors",3
264,2023-12-22,3021,KTM,Duke 125,Commuter,125cc,334441,363481,39,Male,Cash,Delhi,New Delhi,"Sami, Tella and Rege Motors",3
265,2023-08-04,2132,Suzuki,Gixxer SF 250,Sports,250cc,292260,304234,33,Female,EMI,Tamil Nadu,Chennai,"Kurian, Saxena and Kanda Motors",3
266,2024-05-10,9930,KTM,Adventure 390,Adventure,400cc+,156734,167416,21,Male,EMI,Karnataka,Mysore,Sarraf-Dhar Motors,3
267,2023-10-23,3674,Yamaha,Fascino 125,Electric,125cc,103042,131626,46,Female,Loan,West Bengal,Siliguri,Madan PLC Motors,3
268,2024-11-17,1336,KTM,RC 390,Sports,400cc+,343926,352054,32,Male,Cash,Delhi,New Delhi,"Tara, Ghosh and Chhabra Motors",2
269,2023-09-07,7176,Honda,Hness CB350,Cruiser,350cc,156280,176344,38,Male,EMI,Rajasthan,Udaipur,"Sha, Badami and Roy Motors",3
270,2024-04-16,7778,Yamaha,R15 V4,Sports,150cc,221761,231621,50,Female,Loan,West Bengal,Kolkata,Raj Ltd Motors,1
271,2024-12-07,6467,TVS,Apache RTR 160,Commuter,150cc,224289,237643,45,Male,Loan,Maharashtra,Nagpur,Goswami-Arora Motors,1
272,2024-12-06,1474,Royal Enfield,Himalayan 411,Adventure,400cc+,217820,227497,41,Female,Cash,Uttar Pradesh,Lucknow,Grewal-Virk Motors,1
273,2023-10-31,7591,Honda,Hornet 2.0,Commuter,150cc,147609,163955,23,Female,EMI,Tamil Nadu,Coimbatore,Raman-Chand Motors,2
274,2024-09-12,2099,KTM,Adventure 390,Adventure,400cc+,262176,272629,41,Male,Cash,Maharashtra,Pune,"Chand, Bora and Gala Motors",1
275,2024-08-28,2402,Royal Enfield,Himalayan 411,Adventure,400cc+,315296,332678,38,Female,Cash,Delhi,New Delhi,Behl-Madan Motors,3
276,2024-02-05,8763,KTM,Adventure 390,Adventure,400cc+,253831,271785,30,Male,EMI,Karnataka,Mysore,Krishnamurthy and Sons Motors,1
277,2024-05-17,4338,Honda,CBR 250R,Commuter,250cc,158347,186410,39,Male,EMI,Uttar Pradesh,Kanpur,Mane Group Motors,3
278,2023-04-27,6363,Yamaha,Fascino 125,Electric,125cc,246567,263458,47,Male,EMI,Maharashtra,Nagpur,"Sachdev, Ramakrishnan and Khatri Motors",2
279,2023-02-23,4149,Suzuki,Gixxer SF 250,Sports,250cc,140276,153309,46,Female,EMI,Maharashtra,Nagpur,"Lala, Hegde and Saha Motors",1
280,2024-12-06,1629,Hero,XPulse 200,Adventure,200cc,215835,238578,46,Female,Loan,Maharashtra,Pune,Chander-Brar Motors,1
281,2023-10-21,2015,KTM,RC 390,Sports,400cc+,206235,227887,21,Female,EMI,Uttar Pradesh,Lucknow,Viswanathan PLC Motors,2
282,2023-03-15,2526,TVS,Apache RTR 200,Commuter,200cc,228430,251567,33,Female,Cash,West Bengal,Kolkata,"Sen, Ahuja and Chokshi Motors",3
283,2024-08-05,9317,Bajaj,Dominar 250,Commuter,250cc,307823,323887,21,Female,Cash,Maharashtra,Mumbai,Bhandari-Sant Motors,3
284,2024-01-09,2100,Bajaj,Dominar 400,Cruiser,400cc+,200388,207020,49,Female,EMI,West Bengal,Kolkata,Rau-Sridhar Motors,1
285,2024-01-18,3034,Yamaha,MT-15,Commuter,150cc,203483,229996,32,Female,EMI,Rajasthan,Jaipur,"Datta, Lad and Kapur Motors",2
286,2023-04-08,7621,KTM,Duke 250,Sports,250cc,189236,208211,29,Female,Cash,Delhi,New Delhi,Loke-Talwar Motors,3
287,2023-06-11,9507,TVS,Apache RTR 160,Commuter,150cc,238887,246075,38,Male,EMI,Karnataka,Mysore,Sahni-Dugar Motors,1
288,2024-04-11,1157,KTM,RC 390,Sports,400cc+,187351,203811,44,Male,Loan,Karnataka,Bangalore,"Mander, Baral and Sibal Motors",1
289,2024-11-22,2267,TVS,Apache RTR 160,Commuter,150cc,196235,205709,28,Female,Cash,Uttar Pradesh,Lucknow,Sheth and Sons Motors,2
290,2023-06-19,4906,Royal Enfield,Himalayan 411,Adventure,400cc+,91769,103057,24,Female,Loan,Karnataka,Mysore,Ahuja-Rama Motors,1
291,2024-01-08,8390,Royal Enfield,Bullet 350,Cruiser,150cc,193161,222510,26,Male,EMI,Uttar Pradesh,Lucknow,Dasgupta PLC Motors,3
292,2024-08-30,9948,KTM,RC 200,Sports,150cc,157795,165332,45,Male,EMI,West Bengal,Siliguri,Ramanathan Ltd Motors,2
293,2023-10-22,2975,Royal Enfield,Bullet 350,Cruiser,150cc,222983,249365,45,Female,Loan,West Bengal,Kolkata,Gupta-Saran Motors,2
294,2023-06-08,2019,Honda,CB Unicorn 150,Commuter,150cc,332150,346177,32,Male,Loan,Maharashtra,Nagpur,Chand LLC Motors,3
295,2025-02-05,3435,Yamaha,MT-15,Commuter,150cc,140077,146289,31,Male,Loan,Karnataka,Bangalore,Sidhu-Bhagat Motors,1
296,2024-05-04,5119,Yamaha,MT-15,Commuter,150cc,342009,366616,19,Male,Loan,Maharashtra,Nagpur,"Sule, Wali and Kurian Motors",1
297,2023-04-04,3908,Royal Enfield,Bullet 350,Cruiser,150cc,349121,360474,30,Female,Cash,Maharashtra,Nagpur,Bajaj-Gulati Motors,1
298,2024-12-04,5246,Royal Enfield,Hunter 350,Commuter,350cc,121223,144421,20,Male,Cash,Karnataka,Mysore,Saran-Taneja Motors,2
299,2024-01-13,2552,Yamaha,Fascino 125,Electric,125cc,107187,114233,44,Female,Cash,Uttar Pradesh,Kanpur,Bandi-Tara Motors,3
300,2024-09-26,9210,TVS,Apache RTR 200,Commuter,200cc,183425,192391,38,Female,Loan,West Bengal,Siliguri,Suresh-Kurian Motors,2
301,2024-01-02,8757,Hero,HF Deluxe,Commuter,150cc,217695,244516,49,Male,Cash,Gujarat,Surat,"Mallick, Chauhan and Kadakia Motors",1
302,2023-09-25,8056,Yamaha,R15 V4,Sports,150cc,262684,279109,19,Male,EMI,Delhi,New Delhi,"Agate, Ramaswamy and Dutta Motors",3
303,2024-05-25,9869,KTM,Duke 390,Commuter,400cc+,131223,151073,21,Female,Loan,Maharashtra,Mumbai,"Dube, Gera and Subramaniam Motors",1
304,2023-03-09,2915,Royal Enfield,Classic 350,Cruiser,350cc,276146,301193,28,Male,Loan,Uttar Pradesh,Lucknow,Malhotra LLC Motors,1
305,2023-03-24,7361,Royal Enfield,Meteor 350,Cruiser,350cc,305528,317041,49,Male,Cash,Gujarat,Surat,"Solanki, Gara and Seth Motors",3
306,2023-11-12,3638,KTM,Duke 390,Commuter,400cc+,290149,317120,29,Male,Loan,Rajasthan,Jaipur,Bedi Inc Motors,2
307,2023-12-18,2075,Royal Enfield,Hunter 350,Commuter,350cc,89107,114455,40,Male,Loan,West Bengal,Kolkata,Venkatesh-Raman Motors,2
308,2023-11-09,3789,Suzuki,V-Strom SX,Adventure,150cc,259367,270597,50,Male,Cash,Karnataka,Mysore,Kalla and Sons Motors,1
309,2023-07-22,5056,KTM,RC 200,Sports,150cc,268284,294941,47,Male,Loan,Maharashtra,Nagpur,"Sarna, Dey and Rau Motors",3
310,2023-12-03,1871,Bajaj,Dominar 400,Cruiser,400cc+,213319,224854,18,Male,EMI,Uttar Pradesh,Lucknow,Das-Sarraf Motors,2
311,2024-05-14,3047,Suzuki,V-Strom SX,Adventure,150cc,212361,223799,46,Male,Cash,Maharashtra,Mumbai,Kapoor and Sons Motors,1
312,2023-11-05,6266,Suzuki,Gixxer SF 250,Sports,250cc,135011,147149,21,Male,EMI,West Bengal,Kolkata,"Din, Bath and Saxena Motors",1
313,2023-11-09,1804,Bajaj,Pulsar 220F,Commuter,150cc,280508,307848,33,Male,Loan,Karnataka,Mysore,Mall Inc Motors,3
314,2024-05-07,5972,Royal Enfield,Meteor 350,Cruiser,350cc,220497,247814,34,Male,Loan,Delhi,New Delhi,Tella Group Motors,2
315,2023-03-09,6651,TVS,Apache RTR 200,Commuter,200cc,246926,269801,40,Male,Loan,Delhi,New Delhi,Gulati and Sons Motors,3
316,2023-04-21,1858,TVS,Apache RTR 200,Commuter,200cc,237935,266856,33,Female,Cash,Delhi,New Delhi,Varkey PLC Motors,3
317,2024-10-07,4800,Hero,XPulse 200,Adventure,200cc,203818,214484,43,Female,Cash,Maharashtra,Mumbai,"Kari, Handa and Bedi Motors",2
318,2024-10-13,3067,Suzuki,Gixxer SF 250,Sports,250cc,241253,255464,47,Female,Cash,Tamil Nadu,Chennai,Baria-Bahl Motors,1
319,2024-07-19,6350,KTM,RC 200,Sports,150cc,304048,332272,28,Female,Loan,Uttar Pradesh,Lucknow,"Ray, Mandal and Trivedi Motors",2
320,2023-07-02,1919,KTM,Duke 200,Sports,200cc,199394,209214,42,Male,Loan,West Bengal,Kolkata,Dhar-Edwin Motors,3
321,2024-09-20,8958,Bajaj,Pulsar 150,Commuter,150cc,246062,258479,28,Female,Cash,West Bengal,Kolkata,"Kuruvilla, Rastogi and Jani Motors",3
322,2024-08-19,8342,Suzuki,V-Strom SX,Adventure,150cc,221922,244453,34,Male,Cash,Rajasthan,Udaipur,Dani Inc Motors,1
323,2024-06-20,6841,TVS,Apache RTR 160,Commuter,150cc,131342,145425,36,Female,EMI,Maharashtra,Nagpur,Badami-Wadhwa Motors,3
324,2023-09-27,9693,Royal Enfield,Meteor 350,Cruiser,350cc,186194,204038,48,Female,EMI,Karnataka,Mysore,"Sarraf, Chanda and Dey Motors",1
325,2024-05-04,7092,Honda,CB Unicorn 150,Commuter,150cc,310075,316469,34,Male,Loan,Karnataka,Bangalore,"Chana, Kumer and Kara Motors",2
326,2024-05-12,8184,Bajaj,Pulsar 200NS,Commuter,200cc,212677,222125,35,Male,Loan,Delhi,New Delhi,Deshpande-Das Motors,1
327,2024-12-24,8280,KTM,Adventure 390,Adventure,400cc+,323948,337713,32,Female,EMI,Maharashtra,Nagpur,Master-Boase Motors,3
328,2023-06-30,6387,Royal Enfield,Classic 350,Cruiser,350cc,308527,334366,40,Male,Loan,Gujarat,Ahmedabad,Gara-Mandal Motors,3
329,2024-08-12,4415,Royal Enfield,Meteor 350,Cruiser,350cc,118646,137716,25,Male,Cash,Maharashtra,Mumbai,Srinivas-Thaker Motors,2
330,2023-04-15,8669,Suzuki,Access 125,Electric,125cc,334927,342156,31,Male,Cash,Karnataka,Bangalore,"Wadhwa, Varghese and Bera Motors",2
331,2023-06-10,8362,Suzuki,Gixxer SF 250,Sports,250cc,239786,264868,21,Male,Cash,Delhi,New Delhi,Konda-Sane Motors,2
332,2023-11-14,1204,Royal Enfield,Hunter 350,Commuter,350cc,225826,254019,22,Female,Cash,Karnataka,Mysore,"Konda, Saini and Dass Motors",3
333,2023-10-04,8665,Yamaha,FZ-S,Commuter,150cc,223536,231074,36,Male,Cash,Gujarat,Surat,Sibal LLC Motors,2
334,2024-05-25,7621,Hero,Splendor Plus,Commuter,150cc,97835,123138,47,Female,Cash,Gujarat,Surat,Sharma Inc Motors,3
335,2024-09-08,2758,Yamaha,MT-15,Commuter,150cc,212695,219880,20,Male,EMI,Maharashtra,Mumbai,Kata LLC Motors,1
336,2023-07-18,5548,Suzuki,V-Strom SX,Adventure,150cc,202058,214180,20,Female,EMI,Karnataka,Bangalore,Bhasin Inc Motors,3
337,2023-08-26,4431,Suzuki,Access 125,Electric,125cc,204269,222078,41,Male,Loan,Maharashtra,Mumbai,"Jayaraman, Bath and Rege Motors",1
338,2023-07-20,5111,Yamaha,FZ-S,Commuter,150cc,158072,180285,48,Female,Cash,Karnataka,Mysore,Bumb PLC Motors,2
339,2024-11-30,4339,Suzuki,Gixxer SF 250,Sports,250cc,330631,340669,21,Female,Cash,Uttar Pradesh,Kanpur,Kant LLC Motors,1
340,2024-02-26,8421,Hero,Xtreme 160R,Commuter,150cc,286782,312025,26,Female,EMI,Uttar Pradesh,Kanpur,Loke-Kala Motors,3
341,2023-12-06,4742,Yamaha,Fascino 125,Electric,125cc,203034,228693,26,Male,Loan,Maharashtra,Mumbai,"Edwin, Amble and Gade Motors",2
342,2024-09-03,4449,Yamaha,R15 V4,Sports,150cc,304883,310317,48,Male,EMI,Maharashtra,Mumbai,Deol-Shan Motors,1
343,2023-07-31,5534,Honda,CB Unicorn 150,Commuter,150cc,294979,312739,50,Male,EMI,Rajasthan,Jaipur,Guha Group Motors,2
344,2024-10-24,1395,Honda,CB Unicorn 150,Commuter,150cc,158986,180319,27,Male,Cash,Rajasthan,Jaipur,"Walla, Koshy and Shah Motors",2
345,2024-08-06,4310,TVS,Apache RTR 160,Commuter,150cc,260761,267100,39,Male,Loan,Tamil Nadu,Coimbatore,"Arya, Khare and Vyas Motors",2
346,2023-03-26,2775,Suzuki,V-Strom SX,Adventure,150cc,313297,336176,27,Female,EMI,Uttar Pradesh,Lucknow,"Wable, Devan and Amble Motors",3
347,2024-06-13,5223,TVS,Apache RTR 160,Commuter,150cc,324998,334393,27,Male,Loan,Tamil Nadu,Chennai,Bhargava-Dora Motors,2
348,2023-10-30,8716,TVS,Apache RTR 160,Commuter,150cc,113240,126871,18,Male,Cash,Delhi,New Delhi,"Kalita, Choudhry and Ganesan Motors",3
349,2023-04-24,2443,Yamaha,MT-15,Commuter,150cc,102171,129395,20,Female,Cash,Uttar Pradesh,Lucknow,Tara-Mani Motors,3
350,2023-08-17,7092,Royal Enfield,Hunter 350,Commuter,350cc,129182,136540,40,Male,Loan,Uttar Pradesh,Lucknow,Kala-Chanda Motors,2
351,2025-01-05,6461,Bajaj,Dominar 400,Cruiser,400cc+,277886,290786,23,Male,Cash,Karnataka,Mysore,Ben Ltd Motors,2
352,2023-10-21,2244,Yamaha,MT-15,Commuter,150cc,186043,198226,42,Male,EMI,Karnataka,Bangalore,Dave-Cherian Motors,2
353,2024-07-31,4569,KTM,Adventure 390,Adventure,400cc+,211268,238061,27,Male,EMI,Tamil Nadu,Coimbatore,"Dutt, Sood and Majumdar Motors",2
354,2023-11-30,8623,KTM,Duke 200,Sports,200cc,249313,258279,28,Male,Loan,West Bengal,Siliguri,"Vohra, Cheema and Ratti Motors",3
355,2024-10-17,2519,TVS,Apache RTR 200,Commuter,200cc,109453,119052,36,Male,Loan,Maharashtra,Pune,Sood Ltd Motors,2
